OBJECTID_1,SRA,INCORP,HAZ_CODE,HAZ_CLASS,VH_REC,SHAPE_LENG,OBJECTID,FID_C19FHS,FHSZ_LYR,SHAPEAREA,SHAPELEN
937,LRA,Y,3,Very High,,949.77970911,,,LRA,60852.36247366,1206.23438483053
938,LRA,Y,3,Very High,,1963.8026546,,,LRA,146183.41660261,2519.09393084084
939,LRA,Y,3,VERY HIGH,,1308.86204668,,,LRA,125763.9706602,1588.66881602022
940,LRA,Y,3,VERY HIGH,,2668.74044282,,,LRA,238342.214464925,3236.09976867425
941,LRA,Y,3,VERY HIGH,,8104.71371803,,,LRA,1566080.83692443,9835.2412713095
942,LRA,Y,3,VERY HIGH,,2862.81581779,,,LRA,231728.075241115,3475.68578067118
943,LRA,Y,3,VERY HIGH,,11897.999169,,,LRA,3173256.59243356,14443.4158563301
944,LRA, ,3,Very High,,406.82708758,,,LRA,13373.20878859,492.716830014554
945,LRA,Y,3,Very High,,662.16504799,,,LRA,24423.888731065,801.043612925844
946,LRA, ,3,Very High,,271.60795847,,,LRA,6681.16991297,328.759774868116
947,LRA,Y,3,VERY HIGH,,1833.49858783,,,LRA,95057.783454555,2220.12118054132
948,LRA,Y,3,Very High,,2031.99902264,,,LRA,280526.34001817,2582.17931966546
949,LRA,Y,3,Very High,,6258.24494952,,,LRA,1636887.88083357,7930.10015677614
950,LRA,Y,3,Very High,,6702.68617823,,,LRA,2561483.93466047,8493.00111324028
951,LRA,Y,3,Very High,,6480.11171664,,,LRA,693312.83239052,8211.48548124926
952,LRA,Y,3,Very High,,2210.64495996,,,LRA,378528.42653234,2801.57452775925
953,LRA,Y,3,Very High,,5615.10219881,,,LRA,475691.89459533,7118.45729766712
954,LRA,Y,3,Very High,,11419.8651847,,,LRA,4948116.61518392,14480.1267485814
955,LRA,Y,3,Very High,,69015.1527108,,,LRA,38349900.0348851,87535.1806963852
956,LRA,Y,3,Very High,,1951.89654941,,,LRA,227042.13898526,2477.09583009463
957,LRA,Y,3,Very High,,4457.03281328,,,LRA,404905.156545,5658.0354500816
958,LRA,Y,3,Very High,,32820.8620882,,,LRA,30019903.5382038,41649.2934398398
959,LRA,Y,3,Very High,,602.66210269,,,LRA,34237.739334865,765.219826725821
